dir,student,mode,seed,params,macro_f1,accuracy,ece,roc_auc,pr_auc,train_time_s,tag,benign_fpr,ironic_recall,obf_leet,obf_swap,obf_space,obf_mixed,int8_macro_f1,int8_size_mb,fp32_size_mb,int8_lat_b1,fp32_lat_b1
/kaggle/working/runs/tweets/distilbert/dmthd_hetero/seed3,distilbert,dmthd_hetero,3,66958086.0,0.8951235328771395,0.9066111881645862,0.0708661876546526,,,662.894534111023,,0.24235560588901472,0.7102564102564103,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/ft/seed1,distilbert,ft,1,66958086.0,0.8905602208266105,0.9029126213592233,0.05585616036140417,,,536.0879080295563,,0.19026047565118911,0.5942307692307692,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/ft/seed2,distilbert,ft,2,66958086.0,0.890090627349667,0.9010633379565418,0.07822967359604135,,,641.271758556366,,0.21970554926387317,0.5737179487179487,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/ft/seed3,distilbert,ft,3,66958086.0,0.8915283522903312,0.9031437817845585,0.08019206695985416,,,641.2668623924255,,0.26613816534541335,0.6076923076923076,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/dmthd/seed1,distilbert,dmthd,1,66958086.0,0.8943365294959403,0.9056865464632455,0.07436568764310934,,,659.5638535022736,,0.2718006795016987,0.6134615384615385,,,,,0.8931015644016158,132.29217433929443,255.46378231048584,55.73766543359682,74.10017268360036
/kaggle/working/runs/tweets/distilbert/dmthd/seed2,distilbert,dmthd,2,66958086.0,0.8948819271393295,0.9059177068885806,0.053239666652304715,,,443.4992365837097,,0.21630804077010193,0.5628205128205128,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/dmthd/seed3,distilbert,dmthd,3,66958086.0,0.8987723090894558,0.908922792417938,0.07025051996683672,,,660.3497314453125,,0.3159682899207248,0.6044871794871794,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd/seed1,distilbert,skd,1,66958086.0,0.8962704982291535,0.9068423485899214,0.061507987489702494,,,544.1623289585114,,0.21630804077010193,0.5538461538461539,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd/seed2,distilbert,skd,2,66958086.0,0.8961180141945513,0.9070735090152566,0.06513651508288532,,,650.1595153808594,,0.22197055492638731,0.607051282051282,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd/seed3,distilbert,skd,3,66958086.0,0.8965184499112061,0.9077669902912622,0.05959394822862489,,,542.6107859611511,,0.24575311438278596,0.6487179487179487,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd_hetero/seed1,distilbert,skd_hetero,1,66958086.0,0.8962704982291535,0.9068423485899214,0.061507987489702494,,,539.5443198680878,,0.21630804077010193,0.5538461538461539,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd_hetero/seed2,distilbert,skd_hetero,2,66958086.0,0.8961180141945513,0.9070735090152566,0.06513651508288532,,,647.4840266704559,,0.22197055492638731,0.607051282051282,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/skd_hetero/seed3,distilbert,skd_hetero,3,66958086.0,0.8965184499112061,0.9077669902912622,0.05959394822862489,,,543.584778547287,,0.24575311438278596,0.6487179487179487,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform/seed1,distilbert,uniform,1,66958086.0,0.8967593173837914,0.9077669902912622,0.0706249759586332,,,657.8500821590424,,0.22083805209513024,0.5858974358974359,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform/seed2,distilbert,uniform,2,66958086.0,0.8971388749704899,0.9077669902912622,0.07149480263281907,,,657.8445417881012,,0.144960362400906,0.5435897435897435,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform/seed3,distilbert,uniform,3,66958086.0,0.8939824478508317,0.90499306518724,0.07407396975982208,,,657.1137652397156,,0.29218573046432617,0.6288461538461538,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform_hetero/seed1,distilbert,uniform_hetero,1,66958086.0,0.894053837579175,0.9052242256125751,0.06806390185186395,,,659.5012891292572,,0.23103057757644394,0.6282051282051282,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform_hetero/seed2,distilbert,uniform_hetero,2,66958086.0,0.8984642884500511,0.9096162736939436,0.060911786415705854,,,659.0145494937897,,0.2434881087202718,0.6185897435897436,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/uniform_hetero/seed3,distilbert,uniform_hetero,3,66958086.0,0.9000723712661595,0.9110032362459547,0.06049024613020437,,,662.9248855113983,,0.25028312570781425,0.6121794871794872,,,,,,,,,
